"BehaviorSpace results (NetLogo 6.0)"
"Fire.nlogo"
"experiment"
"12/13/2017 15:20:10:222 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-125","125","-125","125"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9"
"density","10",,,"20",,,"30",,,"40",,,"50",,,"60",,,"70",,,"80",,,"90",,
"[reporter]","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100"
,,,,,,,,,,,,,,,,"15015","37688","39.84026745913818","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15076","37688","40.002122691572914","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15141","37688","40.17459138187222","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15210","37688","40.35767353003609","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15274","37688","40.527488855869244","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15340","37688","40.70261091063468","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15409","37688","40.88569305879856","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15472","37688","41.052855020165566","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15530","37688","41.20675015920187","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15589","37688","41.36329866270431","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15653","37688","41.533113988537465","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15714","37688","41.6949692209722","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15782","37688","41.875398004669925","43114","43874","98.26776678670738",,,,,,
,,,,,,,,,,,,,,,,"15838","37688","42.02398641477394",,,,,,,,,
,,,,,,,,,,,,,,,,"15894","37688","42.17257482487795",,,,,,,,,
,,,,,,,,,,,,,,,,"15941","37688","42.29728295478667",,,,,,,,,
,,,,,,,,,,,,,,,,"15976","37688","42.390150711101676",,,,,,,,,
,,,,,,,,,,,,,,,,"16014","37688","42.490978560815115",,,,,,,,,
,,,,,,,,,,,,,,,,"16053","37688","42.59445977499469",,,,,,,,,
,,,,,,,,,,,,,,,,"16090","37688","42.69263426024199",,,,,,,,,
,,,,,,,,,,,,,,,,"16128","37688","42.79346210995542",,,,,,,,,
,,,,,,,,,,,,,,,,"16160","37688","42.878369772872",,,,,,,,,
,,,,,,,,,,,,,,,,"16188","37688","42.952663977924004",,,,,,,,,
,,,,,,,,,,,,,,,,"16211","37688","43.0136913606453",,,,,,,,,
,,,,,,,,,,,,,,,,"16242","37688","43.09594565909573",,,,,,,,,
,,,,,,,,,,,,,,,,"16275","37688","43.18350668647846",,,,,,,,,
,,,,,,,,,,,,,,,,"16309","37688","43.27372107832732",,,,,,,,,
,,,,,,,,,,,,,,,,"16341","37688","43.3586287412439",,,,,,,,,
,,,,,,,,,,,,,,,,"16377","37688","43.45414986202505",,,,,,,,,
,,,,,,,,,,,,,,,,"16416","37688","43.55763107620463",,,,,,,,,
,,,,,,,,,,,,,,,,"16456","37688","43.66376565485035",,,,,,,,,
,,,,,,,,,,,,,,,,"16501","37688","43.78316705582679",,,,,,,,,
,,,,,,,,,,,,,,,,"16547","37688","43.90522182126937",,,,,,,,,
,,,,,,,,,,,,,,,,"16593","37688","44.02727658671195",,,,,,,,,
,,,,,,,,,,,,,,,,"16633","37688","44.13341116535767",,,,,,,,,
,,,,,,,,,,,,,,,,"16670","37688","44.23158565060496",,,,,,,,,
,,,,,,,,,,,,,,,,"16707","37688","44.32976013585226",,,,,,,,,
,,,,,,,,,,,,,,,,"16744","37688","44.42793462109955",,,,,,,,,
,,,,,,,,,,,,,,,,"16782","37688","44.528762470812985",,,,,,,,,
,,,,,,,,,,,,,,,,"16819","37688","44.626936956060284",,,,,,,,,
,,,,,,,,,,,,,,,,"16854","37688","44.71980471237529",,,,,,,,,
,,,,,,,,,,,,,,,,"16881","37688","44.79144555296116",,,,,,,,,
,,,,,,,,,,,,,,,,"16911","37688","44.871046486945446",,,,,,,,,
,,,,,,,,,,,,,,,,"16938","37688","44.94268732753131",,,,,,,,,
,,,,,,,,,,,,,,,,"16962","37688","45.00636807471874",,,,,,,,,
,,,,,,,,,,,,,,,,"16991","37688","45.08331564423689",,,,,,,,,
,,,,,,,,,,,,,,,,"17018","37688","45.154956484822755",,,,,,,,,
,,,,,,,,,,,,,,,,"17046","37688","45.22925068987476",,,,,,,,,
,,,,,,,,,,,,,,,,"17072","37688","45.29823816599448",,,,,,,,,
,,,,,,,,,,,,,,,,"17098","37688","45.3672256421142",,,,,,,,,
,,,,,,,,,,,,,,,,"17122","37688","45.43090638930163",,,,,,,,,
,,,,,,,,,,,,,,,,"17151","37688","45.50785395881978",,,,,,,,,
,,,,,,,,,,,,,,,,"17179","37688","45.582148163871786",,,,,,,,,
,,,,,,,,,,,,,,,,"17206","37688","45.65378900445765",,,,,,,,,
,,,,,,,,,,,,,,,,"17229","37688","45.71481638717894",,,,,,,,,
,,,,,,,,,,,,,,,,"17248","37688","45.76523031203566",,,,,,,,,
,,,,,,,,,,,,,,,,"17273","37688","45.83156442368924",,,,,,,,,
,,,,,,,,,,,,,,,,"17300","37688","45.9032052642751",,,,,,,,,
,,,,,,,,,,,,,,,,"17320","37688","45.95627255359796",,,,,,,,,
,,,,,,,,,,,,,,,,"17346","37688","46.02526002971768",,,,,,,,,
,,,,,,,,,,,,,,,,"17372","37688","46.0942475058374",,,,,,,,,
,,,,,,,,,,,,,,,,"17397","37688","46.16058161749098",,,,,,,,,
,,,,,,,,,,,,,,,,"17422","37688","46.22691572914456",,,,,,,,,
,,,,,,,,,,,,,,,,"17440","37688","46.27467628953513",,,,,,,,,
,,,,,,,,,,,,,,,,"17460","37688","46.32774357885799",,,,,,,,,
,,,,,,,,,,,,,,,,"17484","37688","46.391424326045424",,,,,,,,,
,,,,,,,,,,,,,,,,"17504","37688","46.444491615368285",,,,,,,,,
,,,,,,,,,,,,,,,,"17527","37688","46.50551899808958",,,,,,,,,
,,,,,,,,,,,,,,,,"17549","37688","46.56389301634473",,,,,,,,,
,,,,,,,,,,,,,,,,"17571","37688","46.62226703459987",,,,,,,,,
,,,,,,,,,,,,,,,,"17592","37688","46.677987688388875",,,,,,,,,
,,,,,,,,,,,,,,,,"17619","37688","46.74962852897474",,,,,,,,,
,,,,,,,,,,,,,,,,"17647","37688","46.823922734026745",,,,,,,,,
,,,,,,,,,,,,,,,,"17673","37688","46.89291021014647",,,,,,,,,
,,,,,,,,,,,,,,,,"17695","37688","46.95128422840161",,,,,,,,,
,,,,,,,,,,,,,,,,"17723","37688","47.02557843345362",,,,,,,,,
,,,,,,,,,,,,,,,,"17743","37688","47.07864572277648",,,,,,,,,
,,,,,,,,,,,,,,,,"17764","37688","47.13436637656548",,,,,,,,,
,,,,,,,,,,,,,,,,"17783","37688","47.1847803014222",,,,,,,,,
,,,,,,,,,,,,,,,,"17812","37688","47.26172787094035",,,,,,,,,
,,,,,,,,,,,,,,,,"17845","37688","47.349288898323074",,,,,,,,,
,,,,,,,,,,,,,,,,"17882","37688","47.447463383570366",,,,,,,,,
,,,,,,,,,,,,,,,,"17921","37688","47.55094459774995",,,,,,,,,
,,,,,,,,,,,,,,,,"17957","37688","47.6464657185311",,,,,,,,,
,,,,,,,,,,,,,,,,"17990","37688","47.73402674591382",,,,,,,,,
,,,,,,,,,,,,,,,,"18022","37688","47.8189344088304",,,,,,,,,
,,,,,,,,,,,,,,,,"18058","37688","47.91445552961155",,,,,,,,,
,,,,,,,,,,,,,,,,"18093","37688","48.00732328592655",,,,,,,,,
,,,,,,,,,,,,,,,,"18123","37688","48.08692421991085",,,,,,,,,
,,,,,,,,,,,,,,,,"18159","37688","48.182445340692",,,,,,,,,
,,,,,,,,,,,,,,,,"18199","37688","48.28857991933772",,,,,,,,,
,,,,,,,,,,,,,,,,"18233","37688","48.37879431118658",,,,,,,,,
,,,,,,,,,,,,,,,,"18262","37688","48.455741880704736",,,,,,,,,
,,,,,,,,,,,,,,,,"18290","37688","48.53003608575674",,,,,,,,,
,,,,,,,,,,,,,,,,"18313","37688","48.591063468478026",,,,,,,,,
,,,,,,,,,,,,,,,,"18343","37688","48.67066440246232",,,,,,,,,
,,,,,,,,,,,,,,,,"18377","37688","48.76087879431118",,,,,,,,,
,,,,,,,,,,,,,,,,"18418","37688","48.86966673742305",,,,,,,,,
,,,,,,,,,,,,,,,,"18461","37688","48.9837614094672",,,,,,,,,
,,,,,,,,,,,,,,,,"18507","37688","49.10581617490978",,,,,,,,,
,,,,,,,,,,,,,,,,"18561","37688","49.24909785608151",,,,,,,,,
,,,,,,,,,,,,,,,,"18604","37688","49.363192528125666",,,,,,,,,
,,,,,,,,,,,,,,,,"18643","37688","49.46667374230525",,,,,,,,,
,,,,,,,,,,,,,,,,"18685","37688","49.57811504988325",,,,,,,,,
,,,,,,,,,,,,,,,,"18727","37688","49.689556357461264",,,,,,,,,
,,,,,,,,,,,,,,,,"18765","37688","49.7903842071747",,,,,,,,,
,,,,,,,,,,,,,,,,"18809","37688","49.90713224368499",,,,,,,,,
,,,,,,,,,,,,,,,,"18850","37688","50.01592018679686",,,,,,,,,
,,,,,,,,,,,,,,,,"18891","37688","50.124708129908726",,,,,,,,,
,,,,,,,,,,,,,,,,"18930","37688","50.22818934408831",,,,,,,,,
,,,,,,,,,,,,,,,,"18965","37688","50.32105710040331",,,,,,,,,
,,,,,,,,,,,,,,,,"19000","37688","50.41392485671832",,,,,,,,,
,,,,,,,,,,,,,,,,"19035","37688","50.506792613033326",,,,,,,,,
,,,,,,,,,,,,,,,,"19068","37688","50.594353640416045",,,,,,,,,
,,,,,,,,,,,,,,,,"19101","37688","50.681914667798765",,,,,,,,,
,,,,,,,,,,,,,,,,"19130","37688","50.75886223731692",,,,,,,,,
,,,,,,,,,,,,,,,,"19151","37688","50.81458289110592",,,,,,,,,
,,,,,,,,,,,,,,,,"19173","37688","50.872956909361065",,,,,,,,,
,,,,,,,,,,,,,,,,"19194","37688","50.928677563150075",,,,,,,,,
,,,,,,,,,,,,,,,,"19215","37688","50.98439821693908",,,,,,,,,
,,,,,,,,,,,,,,,,"19238","37688","51.04542559966036",,,,,,,,,
,,,,,,,,,,,,,,,,"19258","37688","51.09849288898323",,,,,,,,,
,,,,,,,,,,,,,,,,"19278","37688","51.151560178306084",,,,,,,,,
,,,,,,,,,,,,,,,,"19297","37688","51.201974103162804",,,,,,,,,
,,,,,,,,,,,,,,,,"19319","37688","51.260348121417955",,,,,,,,,
,,,,,,,,,,,,,,,,"19339","37688","51.31341541074082",,,,,,,,,
,,,,,,,,,,,,,,,,"19360","37688","51.36913606452982",,,,,,,,,
,,,,,,,,,,,,,,,,"19378","37688","51.4168966249204",,,,,,,,,
,,,,,,,,,,,,,,,,"19394","37688","51.45935045637869",,,,,,,,,
,,,,,,,,,,,,,,,,"19408","37688","51.496497558904686",,,,,,,,,
,,,,,,,,,,,,,,,,"19425","37688","51.541604754829116",,,,,,,,,
,,,,,,,,,,,,,,,,"19443","37688","51.5893653152197",,,,,,,,,
,,,,,,,,,,,,,,,,"19462","37688","51.63977924007642",,,,,,,,,
,,,,,,,,,,,,,,,,"19476","37688","51.67692634260243",,,,,,,,,
,,,,,,,,,,,,,,,,"19490","37688","51.71407344512843",,,,,,,,,
,,,,,,,,,,,,,,,,"19508","37688","51.761834005519006",,,,,,,,,
,,,,,,,,,,,,,,,,"19525","37688","51.806941201443436",,,,,,,,,
,,,,,,,,,,,,,,,,"19546","37688","51.86266185523244",,,,,,,,,
,,,,,,,,,,,,,,,,"19575","37688","51.939609424750586",,,,,,,,,
,,,,,,,,,,,,,,,,"19609","37688","52.02982381659945",,,,,,,,,
,,,,,,,,,,,,,,,,"19639","37688","52.10942475058374",,,,,,,,,
,,,,,,,,,,,,,,,,"19669","37688","52.18902568456804",,,,,,,,,
,,,,,,,,,,,,,,,,"19699","37688","52.268626618552325",,,,,,,,,
,,,,,,,,,,,,,,,,"19733","37688","52.35884101040119",,,,,,,,,
,,,,,,,,,,,,,,,,"19758","37688","52.42517512205477",,,,,,,,,
,,,,,,,,,,,,,,,,"19785","37688","52.49681596264063",,,,,,,,,
,,,,,,,,,,,,,,,,"19819","37688","52.58703035448949",,,,,,,,,
,,,,,,,,,,,,,,,,"19851","37688","52.67193801740607",,,,,,,,,
,,,,,,,,,,,,,,,,"19885","37688","52.76215240925494",,,,,,,,,
,,,,,,,,,,,,,,,,"19914","37688","52.839099978773085",,,,,,,,,
,,,,,,,,,,,,,,,,"19940","37688","52.90808745489281",,,,,,,,,
,,,,,,,,,,,,,,,,"19968","37688","52.982381659944814",,,,,,,,,
,,,,,,,,,,,,,,,,"20000","37688","53.06728932286139",,,,,,,,,
,,,,,,,,,,,,,,,,"20031","37688","53.14954362131182",,,,,,,,,
,,,,,,,,,,,,,,,,"20060","37688","53.226491190829975",,,,,,,,,
,,,,,,,,,,,,,,,,"20094","37688","53.316705582678836",,,,,,,,,
,,,,,,,,,,,,,,,,"20132","37688","53.417533432392275",,,,,,,,,
,,,,,,,,,,,,,,,,"20169","37688","53.51570791763957",,,,,,,,,
,,,,,,,,,,,,,,,,"20200","37688","53.59796221609",,,,,,,,,
,,,,,,,,,,,,,,,,"20227","37688","53.66960305667586",,,,,,,,,
,,,,,,,,,,,,,,,,"20257","37688","53.749203990660156",,,,,,,,,
,,,,,,,,,,,,,,,,"20295","37688","53.85003184037359",,,,,,,,,
,,,,,,,,,,,,,,,,"20346","37688","53.98535342814689",,,,,,,,,
,,,,,,,,,,,,,,,,"20395","37688","54.115368286987895",,,,,,,,,
,,,,,,,,,,,,,,,,"20442","37688","54.24007641689662",,,,,,,,,
,,,,,,,,,,,,,,,,"20494","37688","54.37805136913606",,,,,,,,,
,,,,,,,,,,,,,,,,"20543","37688","54.50806622797707",,,,,,,,,
,,,,,,,,,,,,,,,,"20590","37688","54.63277435788579",,,,,,,,,
,,,,,,,,,,,,,,,,"20642","37688","54.77074931012525",,,,,,,,,
,,,,,,,,,,,,,,,,"20701","37688","54.92729781362768",,,,,,,,,
,,,,,,,,,,,,,,,,"20748","37688","55.05200594353641",,,,,,,,,
,,,,,,,,,,,,,,,,"20785","37688","55.1501804287837",,,,,,,,,
,,,,,,,,,,,,,,,,"20835","37688","55.282848652090856",,,,,,,,,
,,,,,,,,,,,,,,,,"20881","37688","55.40490341753343",,,,,,,,,
,,,,,,,,,,,,,,,,"20936","37688","55.5508384631713",,,,,,,,,
,,,,,,,,,,,,,,,,"20990","37688","55.69412014434303",,,,,,,,,
,,,,,,,,,,,,,,,,"21047","37688","55.845361918913184",,,,,,,,,
,,,,,,,,,,,,,,,,"21098","37688","55.98068350668648",,,,,,,,,
,,,,,,,,,,,,,,,,"21157","37688","56.13723201018892",,,,,,,,,
,,,,,,,,,,,,,,,,"21211","37688","56.280513691360646",,,,,,,,,
,,,,,,,,,,,,,,,,"21269","37688","56.43440883039694",,,,,,,,,
,,,,,,,,,,,,,,,,"21323","37688","56.57769051156867",,,,,,,,,
,,,,,,,,,,,,,,,,"21387","37688","56.747505837401825",,,,,,,,,
,,,,,,,,,,,,,,,,"21458","37688","56.935894714497984",,,,,,,,,
,,,,,,,,,,,,,,,,"21525","37688","57.11367013372956",,,,,,,,,
,,,,,,,,,,,,,,,,"21582","37688","57.26491190829972",,,,,,,,,
,,,,,,,,,,,,,,,,"21645","37688","57.43207386966673",,,,,,,,,
,,,,,,,,,,,,,,,,"21704","37688","57.58862237316917",,,,,,,,,
,,,,,,,,,,,,,,,,"21763","37688","57.745170876671615",,,,,,,,,
,,,,,,,,,,,,,,,,"21808","37688","57.864572277648065",,,,,,,,,
,,,,,,,,,,,,,,,,"21854","37688","57.98662704309064",,,,,,,,,
,,,,,,,,,,,,,,,,"21906","37688","58.12460199533008",,,,,,,,,
,,,,,,,,,,,,,,,,"21957","37688","58.25992358310338",,,,,,,,,
,,,,,,,,,,,,,,,,"22004","37688","58.384631713012105",,,,,,,,,
,,,,,,,,,,,,,,,,"22053","37688","58.51464657185311",,,,,,,,,
,,,,,,,,,,,,,,,,"22104","37688","58.64996815962641",,,,,,,,,
,,,,,,,,,,,,,,,,"22146","37688","58.761409467204416",,,,,,,,,
,,,,,,,,,,,,,,,,"22184","37688","58.862237316917856",,,,,,,,,
,,,,,,,,,,,,,,,,"22228","37688","58.97898535342815",,,,,,,,,
,,,,,,,,,,,,,,,,"22270","37688","59.090426661006155",,,,,,,,,
,,,,,,,,,,,,,,,,"22310","37688","59.19656123965188",,,,,,,,,
,,,,,,,,,,,,,,,,"22355","37688","59.315962640628314",,,,,,,,,
,,,,,,,,,,,,,,,,"22410","37688","59.461897686266184",,,,,,,,,
,,,,,,,,,,,,,,,,"22467","37688","59.61313946083634",,,,,,,,,
,,,,,,,,,,,,,,,,"22531","37688","59.78295478666949",,,,,,,,,
,,,,,,,,,,,,,,,,"22595","37688","59.95277011250265",,,,,,,,,
,,,,,,,,,,,,,,,,"22667","37688","60.14381235406495",,,,,,,,,
,,,,,,,,,,,,,,,,"22726","37688","60.30036085756739",,,,,,,,,
,,,,,,,,,,,,,,,,"22788","37688","60.464869454468264",,,,,,,,,
,,,,,,,,,,,,,,,,"22852","37688","60.63468478030142",,,,,,,,,
,,,,,,,,,,,,,,,,"22910","37688","60.788579919337714",,,,,,,,,
,,,,,,,,,,,,,,,,"22966","37688","60.937168329441725",,,,,,,,,
,,,,,,,,,,,,,,,,"23032","37688","61.11229038420718",,,,,,,,,
,,,,,,,,,,,,,,,,"23088","37688","61.26087879431119",,,,,,,,,
,,,,,,,,,,,,,,,,"23133","37688","61.380280195287625",,,,,,,,,
,,,,,,,,,,,,,,,,"23178","37688","61.49968159626407",,,,,,,,,
,,,,,,,,,,,,,,,,"23227","37688","61.629696455105076",,,,,,,,,
,,,,,,,,,,,,,,,,"23274","37688","61.7544045850138",,,,,,,,,
,,,,,,,,,,,,,,,,"23322","37688","61.88176607938867",,,,,,,,,
,,,,,,,,,,,,,,,,"23365","37688","61.995860751432815",,,,,,,,,
,,,,,,,,,,,,,,,,"23404","37688","62.099341965612396",,,,,,,,,
,,,,,,,,,,,,,,,,"23454","37688","62.23201018891955",,,,,,,,,
,,,,,,,,,,,,,,,,"23502","37688","62.35937168329442",,,,,,,,,
,,,,,,,,,,,,,,,,"23552","37688","62.49203990660157",,,,,,,,,
,,,,,,,,,,,,,,,,"23605","37688","62.63266822330715",,,,,,,,,
,,,,,,,,,,,,,,,,"23667","37688","62.79717682020802",,,,,,,,,
,,,,,,,,,,,,,,,,"23732","37688","62.96964551050732",,,,,,,,,
,,,,,,,,,,,,,,,,"23803","37688","63.15803438760348",,,,,,,,,
,,,,,,,,,,,,,,,,"23870","37688","63.335809806835066",,,,,,,,,
,,,,,,,,,,,,,,,,"23943","37688","63.52950541286351",,,,,,,,,
,,,,,,,,,,,,,,,,"24017","37688","63.7258543833581",,,,,,,,,
,,,,,,,,,,,,,,,,"24089","37688","63.9168966249204",,,,,,,,,
,,,,,,,,,,,,,,,,"24166","37688","64.12120568881342",,,,,,,,,
,,,,,,,,,,,,,,,,"24235","37688","64.3042878369773",,,,,,,,,
,,,,,,,,,,,,,,,,"24307","37688","64.4953300785396",,,,,,,,,
,,,,,,,,,,,,,,,,"24371","37688","64.66514540437275",,,,,,,,,
,,,,,,,,,,,,,,,,"24439","37688","64.84557418807047",,,,,,,,,
,,,,,,,,,,,,,,,,"24502","37688","65.01273614943749",,,,,,,,,
,,,,,,,,,,,,,,,,"24568","37688","65.18785820420293",,,,,,,,,
,,,,,,,,,,,,,,,,"24627","37688","65.34440670770537",,,,,,,,,
,,,,,,,,,,,,,,,,"24689","37688","65.50891530460625",,,,,,,,,
,,,,,,,,,,,,,,,,"24750","37688","65.67077053704097",,,,,,,,,
,,,,,,,,,,,,,,,,"24803","37688","65.81139885374655",,,,,,,,,
,,,,,,,,,,,,,,,,"24861","37688","65.96529399278285",,,,,,,,,
,,,,,,,,,,,,,,,,"24915","37688","66.10857567395458",,,,,,,,,
,,,,,,,,,,,,,,,,"24971","37688","66.25716408405859",,,,,,,,,
,,,,,,,,,,,,,,,,"25023","37688","66.39513903629802",,,,,,,,,
,,,,,,,,,,,,,,,,"25078","37688","66.54107408193589",,,,,,,,,
,,,,,,,,,,,,,,,,"25132","37688","66.68435576310762",,,,,,,,,
,,,,,,,,,,,,,,,,"25193","37688","66.84621099554235",,,,,,,,,
,,,,,,,,,,,,,,,,"25250","37688","66.9974527701125",,,,,,,,,
,,,,,,,,,,,,,,,,"25315","37688","67.1699214604118",,,,,,,,,
,,,,,,,,,,,,,,,,"25378","37688","67.33708342177881",,,,,,,,,
,,,,,,,,,,,,,,,,"25452","37688","67.53343239227341",,,,,,,,,
,,,,,,,,,,,,,,,,"25509","37688","67.68467416684356",,,,,,,,,
,,,,,,,,,,,,,,,,"25564","37688","67.83060921248143",,,,,,,,,
,,,,,,,,,,,,,,,,"25622","37688","67.98450435151773",,,,,,,,,
,,,,,,,,,,,,,,,,"25690","37688","68.16493313521545",,,,,,,,,
,,,,,,,,,,,,,,,,"25752","37688","68.32944173211632",,,,,,,,,
,,,,,,,,,,,,,,,,"25820","37688","68.50987051581406",,,,,,,,,
,,,,,,,,,,,,,,,,"25887","37688","68.68764593504564",,,,,,,,,
,,,,,,,,,,,,,,,,"25944","37688","68.83888770961579",,,,,,,,,
,,,,,,,,,,,,,,,,"26001","37688","68.99012948418594",,,,,,,,,
,,,,,,,,,,,,,,,,"26050","37688","69.12014434302695",,,,,,,,,
,,,,,,,,,,,,,,,,"26093","37688","69.23423901507111",,,,,,,,,
,,,,,,,,,,,,,,,,"26127","37688","69.32445340691997",,,,,,,,,
,,,,,,,,,,,,,,,,"26163","37688","69.41997452770113",,,,,,,,,
,,,,,,,,,,,,,,,,"26200","37688","69.51814901294841",,,,,,,,,
,,,,,,,,,,,,,,,,"26237","37688","69.61632349819571",,,,,,,,,
,,,,,,,,,,,,,,,,"26269","37688","69.70123116111229",,,,,,,,,
,,,,,,,,,,,,,,,,"26300","37688","69.78348545956273",,,,,,,,,
,,,,,,,,,,,,,,,,"26334","37688","69.87369985141159",,,,,,,,,
,,,,,,,,,,,,,,,,"26366","37688","69.95860751432816",,,,,,,,,
,,,,,,,,,,,,,,,,"26390","37688","70.0222882615156",,,,,,,,,
,,,,,,,,,,,,,,,,"26416","37688","70.09127573763531",,,,,,,,,
,,,,,,,,,,,,,,,,"26442","37688","70.16026321375503",,,,,,,,,
,,,,,,,,,,,,,,,,"26475","37688","70.24782424113776",,,,,,,,,
,,,,,,,,,,,,,,,,"26510","37688","70.34069199745278",,,,,,,,,
,,,,,,,,,,,,,,,,"26543","37688","70.4282530248355",,,,,,,,,
,,,,,,,,,,,,,,,,"26573","37688","70.5078539588198",,,,,,,,,
,,,,,,,,,,,,,,,,"26601","37688","70.58214816387179",,,,,,,,,
,,,,,,,,,,,,,,,,"26627","37688","70.65113563999151",,,,,,,,,
,,,,,,,,,,,,,,,,"26657","37688","70.7307365739758",,,,,,,,,
,,,,,,,,,,,,,,,,"26685","37688","70.80503077902782",,,,,,,,,
,,,,,,,,,,,,,,,,"26710","37688","70.87136489068139",,,,,,,,,
,,,,,,,,,,,,,,,,"26728","37688","70.91912545107196",,,,,,,,,
,,,,,,,,,,,,,,,,"26747","37688","70.96953937592868",,,,,,,,,
,,,,,,,,,,,,,,,,"26765","37688","71.01729993631926",,,,,,,,,
,,,,,,,,,,,,,,,,"26776","37688","71.04648694544683",,,,,,,,,
,,,,,,,,,,,,,,,,"26787","37688","71.0756739545744",,,,,,,,,
,,,,,,,,,,,,,,,,"26799","37688","71.10751432816812",,,,,,,,,
,,,,,,,,,,,,,,,,"26810","37688","71.13670133729569",,,,,,,,,
,,,,,,,,,,,,,,,,"26823","37688","71.17119507535556",,,,,,,,,
,,,,,,,,,,,,,,,,"26833","37688","71.19772872001698",,,,,,,,,
,,,,,,,,,,,,,,,,"26844","37688","71.22691572914455",,,,,,,,,
,,,,,,,,,,,,,,,,"26853","37688","71.25079600933985",,,,,,,,,
,,,,,,,,,,,,,,,,"26861","37688","71.272022925069",,,,,,,,,
,,,,,,,,,,,,,,,,"26871","37688","71.29855656973042",,,,,,,,,
,,,,,,,,,,,,,,,,"26879","37688","71.31978348545957",,,,,,,,,
,,,,,,,,,,,,,,,,"26887","37688","71.34101040118871",,,,,,,,,
,,,,,,,,,,,,,,,,"26895","37688","71.36223731691786",,,,,,,,,
,,,,,,,,,,,,,,,,"26903","37688","71.383464232647",,,,,,,,,
,,,,,,,,,,,,,,,,"26911","37688","71.40469114837614",,,,,,,,,
,,,,,,,,,,,,,,,,"26915","37688","71.41530460624071",,,,,,,,,
,,,,,,,,,,,,,,,,"26919","37688","71.42591806410529",,,,,,,,,
,,,,,,,,,,,,,,,,"26922","37688","71.43387815750371",,,,,,,,,
,,,,,,,,,,,,,,,,"26925","37688","71.44183825090215",,,,,,,,,
,,,,,,,,,,,,,,,,"26928","37688","71.44979834430058",,,,,,,,,
,,,,,,,,,,,,,,,,"26931","37688","71.457758437699",,,,,,,,,
,,,,,,,,,,,,,,,,"26933","37688","71.4630651666313",,,,,,,,,
,,,,,,,,,,,,,,,,"26936","37688","71.47102526002972",,,,,,,,,
,,,,,,,,,,,,,,,,"26938","37688","71.476331988962",,,,,,,,,
,,,,,,,,,,,,,,,,"26939","37688","71.47898535342814",,,,,,,,,
,,,,,,,,,,,,,,,,"26940","37688","71.48163871789428",,,,,,,,,
,,,,,,,,,,,,,,,,"26942","37688","71.48694544682658",,,,,,,,,
,,,,,,,,,,,,,,,,"26945","37688","71.494905540225",,,,,,,,,
,,,,,,,,,,,,,,,,"26950","37688","71.50817236255573",,,,,,,,,
,,,,,,,,,,,,,,,,"26952","37688","71.51347909148801",,,,,,,,,
,,,,,,,,,,,,,,,,"26954","37688","71.51878582042029",,,,,,,,,
,,,,,,,,,,,,,,,,"26957","37688","71.52674591381873",,,,,,,,,
,,,,,,,,,,,,,,,,"26962","37688","71.54001273614944",,,,,,,,,
,,,,,,,,,,,,,,,,"26965","37688","71.54797282954787",,,,,,,,,
,,,,,,,,,,,,,,,,"26967","37688","71.55327955848016",,,,,,,,,
,,,,,,,,,,,,,,,,"26970","37688","71.56123965187858",,,,,,,,,
,,,,,,,,,,,,,,,,"26972","37688","71.56654638081086",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
,,,,,,,,,,,,,,,,"26973","37688","71.56919974527702",,,,,,,,,
